name,district,cuisine,phone,website_url,reservation_url,place_id
廚房客家美食,松山區,中式料理,02 2546 5186,https://www.facebook.com/%E5%BB%9A%E6%88%BF%E5%AE%A2%E5%AE%B6%E7%BE%8E%E9%A3%9F-Kitchen-426650797470753/,,ChIJw9FlzOerQjQRPGPvmFNDRYU
樂子the Diner 南港店,南港區,美式料理,02 2788 3330,,,ChIJkwFdzqesQjQRKG_OT1ubKVg
樂子the Diner 瑞安店,大安區,美式料理,02 2700 1680,,,ChIJvU5mgSmqQjQR0WhA_Zruk5E
樂芙味蔬食料理,內湖區,蔬食料理,02 2659 1781,https://www.facebook.com/lovewayvege/,,ChIJ4c6jWmOsQjQRlsmQu2VQd8c
樂莉漢堡Laley Burger 明德店,北投區,早午餐,02 2828 2885,https://www.facebook.com/LaleyBurger03,,ChIJJw7IGEKvQjQRLYd-Qa7tXd0
樂野食,萬華區,小酒館/餐酒館,02 2388 8088,https://lin.ee/IYPjnwK,,ChIJc0dWY9erQjQR8RN1CdS7npE
樂湖Le lakeshore,內湖區,歐式料理,02 8792 8221,https://inline.app/booking/-N9ol0f1DpsgfAmiOPTi:inline-live-1/-N9ol0uyM_tAcXJkIrPV,,ChIJ-2J0amatQjQREtiVMjZoflE
樂雅樂餐廳 北投店,北投區,日式料理,02 2897 6248,https://www.royalpark.com.tw/,,ChIJe3eA6VauQjQRFuDwSEBoX9w
樂雅樂餐廳 生技園區店,南港區,家庭餐廳,02 2783 7669,https://www.royalpark.com.tw/,,ChIJ0TklDKqrQjQRLAWzZf2HNbI
樂雅樂餐廳 西湖店,內湖區,家庭餐廳,02 8751 5272,https://www.royalpark.com.tw/,,ChIJ1Tm3LDetQjQRRF48aBxvHzQ
樂雅樂餐廳 南港店,南港區,日式料理,02 2783 1861,https://www.royalpark.com.tw/,,ChIJU0O98aesQjQRXsDcaOW-mzw
樂雅樂餐廳 站前店,中正區,美式料理,02 2371 3128,https://www.royalpark.com.tw/,,ChIJk0uU_XKpQjQRtLULt5DMK6c
樂雅樂餐廳 敦化店,松山區,日式料理,02 2546 1931,https://www.royalpark.com.tw/,,ChIJvWWkxO6rQjQRHf_zc9VTcAE
樂滴咖啡 LD Bistro,萬華區,韓式料理,0921 871 291,,,ChIJYaNwACGnQjQRUiQZSttcSUE
樂漢堡美式餐廳 台北大安店,大安區,美式料理,02 2708 0117,http://facebook.com/LovssBurger5,,ChIJI71_lI2rQjQRrSioo980a-I
樂澄日式食堂,內湖區,日式料理,02 2797 9536,,,ChIJKRzEs5KtQjQRglm9M9RwAFA
樂麵屋 永康公園店,大安區,拉麵,02 2327 8007,http://rakumenya.com.tw/,,ChIJEwcHsompQjQR3ugzIiiF4Ro
歐吧早午餐,大安區,早午餐,02 2369 8417,,,ChIJDaM7WI6pQjQR9A52NpFPC84
歐家宴,中山區,中式料理,02 2571 9283,http://oujiayan.blogspot.tw/,,ChIJ_ewBSVmpQjQRmdUnMSiJeC8
漿糊蛋餅,內湖區,早午餐,0972 252 718,https://www.facebook.com/JiangHu.Egg.Pancake.Roll/,,ChIJW2D1JEitQjQRolDbuGooYMs
潘蜜拉義麵舖,士林區,義大利料理,02 2874 2322,https://www.instagram.com/pamels_pasta?igsh=MTc2bm8zaHRuamRlZA==,,ChIJneQc9IeuQjQR3L3v2XHbdPk
澄食小人屋《湖光店》,內湖區,日式料理,02 2794 3699,https://www.0227943699.com/,,ChIJc-_1Bo2sQjQRYH4iH8hugo0
澄食小人屋2《江南店》內湖美食 內湖restaurant 內湖日本料理 內湖生魚片 內湖日本料理 內湖壽司,內湖區,日式料理,02 8792 0069,https://www.0227943699.com/,,ChIJ0SWCQk-tQjQRNhAexjHgLBg
熬SAUCE PASTA,北投區,義大利料理,02 2821 2229,https://www.instagram.com/ao.sauce?igsh=d25qdDExczd0eWty&utm_source=qr,,ChIJE6pSBwCvQjQRRNoPVXOd6xU
熱胖子菠蘿,信義區,早午餐,02 2502 2220,https://www.facebook.com/hotfatman01a/,,ChIJN7u1IFmpQjQRA4oJMtB10R0
稻舍食館 迪化店,大同區,中式料理,02 2550 6607,https://www.rice1923.com/,,ChIJazuHbz6pQjQRGGRLxz2VfIQ
稻舍食館 統一時代店,信義區,中式料理,02 2722 4210,https://www.rice1923.com/,,ChIJS6tN5nCrQjQRViIItrTnwug
稻舍食館 微風信義店,信義區,中式料理,02 2723 8001,https://www.rice1923.com/,,ChIJsZoO7FOrQjQR8x55hLnwBDU
穀磨粒早午餐,,早午餐,0989 107 380,,,ChIJQZWTNdwBaDQReIeQLUb-z0g
締佳早餐坊,北投區,早午餐,0910 368 490,,,ChIJgzVQplavQjQRbh_AqjBCobE
蔓尼義大利麵坊 MANNY PASTA,文山區,義大利料理,02 2935 8111,,,ChIJjU-lbvmrQjQRlrj_HPvPCtU
蔬食百匯（首都松山店）,松山區,蔬食料理,02 2766 6123,https://www.facebook.com/VGestpizza,,ChIJX9vpOJWrQjQR5z5MEo3SAD4
蝦太太,信義區,中式料理,02 2767 5252,https://www.facebook.com/groups/mrsshrimp,,ChIJw96R4MyrQjQR8Yxjqehlj1o
蝸牛義大利餐廳 天母店,士林區,義大利料理,02 2872 9300,http://www.snail-italy.com/,,ChIJfWGyPn2uQjQR64K_LG8uJ8Y
談天園,文山區,中式料理,02 2936 8167,https://www.facebook.com/%E8%B2%93%E7%A9%BA-%E8%AB%87%E5%A4%A9%E5%9C%92%E8%8C%B6%E5%9D%8A-416729488504148/,,ChIJhUvUfS0AaDQR68OSQ6AYPow
豬ㄟ早午餐,大安區,早午餐,0966 422 676,https://www.facebook.com/%E8%B1%AC%E3%84%9F%E6%97%A9%E9%A4%90%E5%BA%97-386347728520969/,,ChIJD7erO62pQjQRb2M5ixAxGic
輪輪の町,南港區,早午餐,02 2389 8118,http://www.dcl1976.com/,,ChIJ_7jfabatQjQRLDiWGhlmVp0
醇食客 手作工坊-自家烘焙麵包手作早午餐,內湖區,烘焙/甜點,02 2630 5728,https://iding.tw/stores/f42f00a4/menu,,ChIJy6sQz9OtQjQRg5A3z4nw6fk
餘溫貓咪咖啡食堂,北投區,咖啡廳,02 2891 0302,,,ChIJhSF76gWvQjQRzmu4-0v6RQU
墨羚找食,松山區,早午餐,0917 890 906,https://www.facebook.com/100042410786285/mentions/,,ChIJb9R3OGmsQjQRCy9QrvnKsMU
墨爾本布蕾斯咖啡廳 Melbourne Press Cafe Brunch Coffeeshop Breakfast Food,大安區,早午餐,02 2367 8989,https://www.facebook.com/MelbournePress/,,ChIJN1y6RacCaDQRElenCbyeN2w
墨墨義大利麵 mur-mur pasta,大安區,義大利料理,02 2731 0550,,,ChIJw2YpDYSrQjQR_YfhXM_d_6k
曉食點早午餐,松山區,早午餐,02 2756 8286,,,ChIJlxK-IyurQjQRoy3joEbQwnY
樸樂咖啡【台北東湖店】,內湖區,早午餐,02 2633 6357,https://www.facebook.com/profile.php?id=61556438604769&mibextid=LQQJ4d,,ChIJhfyF0yWtQjQRcoNiOt_CgtU
橘鄉小館,內湖區,中式料理,02 2630 6179,https://facebook.com/pages/category/Restaurant/%E6%A9%98%E5%9C%92%E9%A5%95%E9%84%89-174205059285173/,,ChIJEQc01pesQjQRzU-pUg9Sgik
澳氏咖啡 Aussie Cafe,中山區,烘焙/甜點,02 2521 9192,http://www.aussie-cafe.com.tw/,,ChIJ_8WLFWipQjQRc0d1b_tGhI4
燕子早午餐,信義區,早午餐,02 2720 9688,https://idin.today/store/869,,ChIJzePTwOirQjQRXmb6IQa7-lg
璞田PureTime家庭料理,大安區,台式料理,02 2369 3028,https://www.facebook.com/%E7%92%9E%E7%94%B0PureTime-102826028008386/,,ChIJuamf88ipQjQRJcO86MISxFI
盧杯杯大腸滷肉飯早午餐,北投區,早午餐,02 2892 6733,,,ChIJjQJafUWuQjQRaIB6_-C3nJ8
築本屋,中山區,日式料理,02 2593 2750,https://instagram.com/tsukimotoya?igshid=YmMyMTA2M2Y=,,ChIJ_YwPC1epQjQR98BC-W153lc
舉手漢堡 景美店,文山區,美式料理,02 8935 2818,,,ChIJ_dXqVO2rQjQRVMfTC09VZB0
蕨食堂,信義區,早午餐,02 8780 0039,https://www.facebook.com/mr.oldd/?locale=zh_TW,,ChIJKw3OkqOrQjQRiJLiazReoNI
螢火部落放感情 遠東GARDEN CITY大巨蛋店,信義區,小酒館/餐酒館,02 2528 2588,https://linktr.ee/odin.camping,,ChIJWy4WZgCrQjQRWvWyKD5LOpY
貓之伊甸 Cat In Eden│餐廳 │手工義大利麵專門店 │Bistro（目前店內無貓）,萬華區,義大利料理,02 7709 7168,https://www.instagram.com/cat_in_eden/,,ChIJS1BX-8ypQjQRKTuArzx_I7I
貓空 山中茶-景觀餐廳,文山區,茶館,02 2234 4688,https://m.facebook.com/MT0222344688/,,ChIJp5x9U9UBaDQRrOc_7VNZB48
貓空 四爺 Sih Ye,文山區,中式料理,02 2234 0140,,,ChIJl9YAZZEBaDQR9c8XAqNXvhs
貓空 找茶屋 found.your.tea,文山區,茶館,0911 561 850,http://www.facebook.com/found.your.tea,,ChIJNdc2GH8BaDQRKB38TnUNpwg
貓空小木屋,文山區,咖啡廳,02 2939 0649,https://www.facebook.com/maokong.xiaomuwu/,,ChIJofO6azIAaDQRi73aug91cuE
貓空茶言觀舍,文山區,台式料理,02 2939 8333,https://www.facebook.com/%E8%B2%93%E7%A9%BA%E8%8C%B6%E8%A8%80%E8%A7%80%E8%88%8D-160947713967151/,,ChIJ_Y6YDzIAaDQRRdbdkfSUIPI
貓空清泉廣場 - 附設兒童遊戲室,文山區,中式料理,02 2938 3222,https://mtouch.facebook.com/services_vertical/book_appointment/?page_id=127095977365236&referrer=availability_card&referrer_surface=page,,ChIJPRAiKC4AaDQRXFOh5Sax_WQ
默爾 pasta pizza(台北信義威秀店),信義區,義大利料理,02 2723 0073,https://www.morepasta.com.tw/,,ChIJpzAkec2rQjQRLYceVmNNtq4
優卡輕食You Can Fresh 松江南京店,中山區,早午餐,02 2506 0184,https://linktr.ee/youcanfresh,,ChIJuVj3AcKvQjQRnWJeJIrjPd8
穗月朝食,萬華區,早午餐,02 2338 0008,https://www.instagram.com/yearsbrunch_163/,,ChIJcygQKzKpQjQRaiPlQnZt2s0
餵我早餐 The Whale 大安店,大安區,早午餐,02 2700 3657,https://www.instagram.com/thewhalebreakfast?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,ChIJLx1Q4F2rQjQRyPtjjv6rhbg
藍色馬克,士林區,蔬食料理,02 8866 3665,https://www.facebook.com/BlueMarkOne/,,ChIJvw6sVIisQjQR8fOvmVwQxvs
轉角吃早午餐,內湖區,早午餐,02 8791 4728,https://customer.posky.net/store/830db60d-d8f5-4ea4-8496-2fecd03774c0/menu?openExternalBrowser=1,,ChIJUSbwKAKtQjQRG3ViZRUe7RE
雙月食品社 北投店,北投區,中式料理,02 2895 1818,https://www.moonmoonfood.com/CISTopic?g=S00037,,ChIJA9_TFFmvQjQRA-tp1e3KJlo
雞泰炒 《Kanokwan老麵攤總店》 《隱藏版料理》,中山區,泰式料理,02 2501 6151,https://www.facebook.com/TuttiCafeNJTWN/,,ChIJT4KnlrapQjQRXX-2crB-I-8
關於你的早晨,南港區,早午餐,02 6605 8172,https://lin.ee/AVE1waA,,ChIJnxmQysCrQjQR4PuOIqfa5gU
蘇杭365上海餐酒館(北護店),北投區,蔬食料理,02 2828 6828,http://suhung.com.tw/,,ChIJkyEqHImuQjQRpGvyr-VxzF0
覺旅咖啡 西湖店,內湖區,咖啡廳,02 8751 3227,https://www.journeykaffe.org/,,ChIJC8seTm6sQjQR6cLj6hayijk
鐵丸十三堂,南港區,日式料理,02 2654 7008,https://zh-tw.facebook.com/teizumaru13,,ChIJH2mJIHCrQjQRXlTlfa0BWCY
饗樂餐廳 Feast &Fun,大安區,美式料理,02 2325 2074,,,ChIJeauYAfKrQjQRN9q5ZO1xBTo
囍愛義廚館FANCY PASTA,萬華區,義大利料理,02 2388 5551,https://www.instagram.com/fancypasta_no.39?igsh=dXpscnRxNDNhN3B0&utm_source=qr,,ChIJZ-rQtAmpQjQR8EtGCbLhhWM
Add Pasta & Brunch 要加麵嗎義大利麵,松山區,義大利料理,02 2579 0085,https://lin.ee/4GCEPeq,,ChIJvT6WVACpQjQRpcNuwUn23tY
Atlas Brunch & Pasta 亞斯義大利麵,內湖區,義大利料理,02 2631 5200,http://www.facebook.com/Atlas-Brunch-Pasta-%E4%BA%9E%E6%96%AF%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5-1975410049215534/,,ChIJ39G4keGtQjQRd5mdfKmFUlA
Bea's Bistro 美式餐館,大安區,美式料理,02 2391 8827,,,ChIJG65ZZISpQjQR7BMW90XtB14
BELLINI Pasta Pasta 台北京站店,大同區,義大利料理,02 2550 3238,http://www.bellinipasta.com.tw/,,ChIJG36LdG2pQjQRkkhTYf4nqLU
best義pasta食堂,中正區,義大利料理,02 2370 2568,https://www.facebook.com/BestYipasta1061216/,,ChIJ4RMwsoqpQjQRnWpQtenAjhw
Brass Joy cafe 銅樂咖啡,大安區,咖啡廳,02 2362 6035,https://www.facebook.com/BrassJoy-cafe-%E9%8A%85%E6%A8%82%E5%92%96%E5%95%A1-1060813753959637/?fref=ts,,ChIJsRFP24upQjQRKE_wfJ0HgkI
BULI不理 港式小餐館,北投區,港式料理,02 2823 9730,https://www.instagram.com/bulibuli.life?igsh=MXR3MXo1NjJ5cXJ5NQ%3D%3D&utm_source=qr,,ChIJtdFgc4uvQjQRpM9s2Wm_6F4
